,stop,boardings
413,Capitol Heights Blvd at Bayou Ave,167
1279,Walker Mill Dr at Shady Glen Dr,167
724,Kipling Pkwy at Glendora,166
613,Greenbrook Dr at Chartwell Pl,166
395,Campus Way North at Collington Campus,165
783,Lords Landing Rd at Brown Station Rd,165
63,38th St at Volta Ave,165
1297,Woodyard Rd at Autumn Way,162
227,Ardwick-Ardmore Rd at Ardwick Pl,161
572,Fisher Rd at Temple Blvd,160
1025,Ray Rd at Balfour Dr,160
1078,River Rd at Rivertech Ct,160
902,Old Marlboro Pike at Charles Mill Blvd,160
591,Good Luck Rd at Crest Park Dr,160
669,Highview Pl at Onslow Way,159
112,75th Ave at Landover Rd,159
907,Old Marlboro Pike at Melwood Park Ave,159
437,Central Ave at Ritchie Rd,159
1032,Rhode Island Ave at 37th St,157
619,Greenhill Rd at Orange Ct,157
755,Landover Rd at Firehouse Rd,157
1260,University Blvd at Riggs Rd,157
775,Largo Rd at Riverdale Bapt School,157
598,Good Luck Rd at Terra Alta Dr,156
496,Cora B. Wood Senior Center,156
1268,Village Dr West at Bishopmill Dr,156
454,Cherrywood Ln at Springhill Drive,156
937,Owens Rd at Wheeler Rd,156
821,Marlboro Pike at Glacier Ave,155
1236,Temple Hill Rd at Lakeview Dr,155
378,Brinkley Rd at Saint Ignatius Dr,155
39,3133 Pennsy Dr,154
252,Auth Rd at Henderson Way,154
93,5030 38th St,153
1262,Upshur St at 29th St,153
219,Annapolis Rd at 54th St,153
922,Old Silver Hill Rd at Parkland Ct (W),151
544,East Capitol St at Old Central Ave,151
808,MLK Jr Hwy at Southland Dr,151
1190,St Barnabas Rd at Deer Park Dr,150
320,Brandywine Rd at Clinton Way,150
1281,Walker Mill Rd at Brooksquare Dr,150
798,MLK Jr Hwy at Carrington Ave,150
1092,Riverdale Rd at Eastpine Dr,149
702,Iverson St at 28th Ave,149
1180,Southway at 7 Court,149
603,Greenbelt Rd at Greenbelt Park Entrance,149
750,Landover Rd at 58th Ave,148
254,Auth Rd at Oakland Way,148
258,Baltimore Ave at Berwyn Rd,147
1008,Queensbury Rd and 39th Pl,147
656,Harry S Truman Dr at Campus Way S,147
657,Harry S Truman Dr at Mt Lubentia Way,147
1077,River Rd at Kenilworth Ave,147
250,Auth Rd at Dublin Dr,147
1196,St Barnabas Rd at Lime St,147
1275,Village Green Dr at Sheriff Rd,146
929,Owens Rd at Irvington St,145
695,Indian Head Highway (MD. RTE. 210) at Livingston Road,145
665,Highmount Ln at Brooke Rd,143
230,Ardwick-Ardmore Rd at West St,143
516,Cypress Tree Dr at K St,142
1031,Rhode Island Ave at 37th Pl,141
1021,Rainier Ave at Upshur St,140
1068,Ritchie Rd at Ritchie-Marlboro Rd,140
649,Hanover Pkwy at Megan Ln,140
1061,Ritchie Rd at Laura Ln,139
80,42nd At Jefferson St,139
226,Apollo Dr at Mercantile Ln,139
36,28th Pl at Russell Ave,139
723,Kipling Pkwy at Council Dr,138
605,Greenbelt Rd at Lakecrest Dr,138
188,Ager Rd at Lancer Dr,136
725,Kipling Pkwy at Glendora Dr,136
247,Auth Rd at Braymer Ave,136
1300,Woodyard Rd at Marlboro Pike,135
282,Baltimore Ave at Tecumseh St,135
689,INDIAN HEAD HIGHWAY & SOUTHERN AVENUE,135
1277,Volta Ave at Rhode Island Ave,135
110,6801 Woodside Village Apts,134
842,McConnell Dr at Village Dr West,134
1140,Sheriff Rd at Village Green Dr,133
474,Chillum Rd at Shoppers Food,133
597,Good Luck Rd at Sora Ln,133
562,Farragut St and 42nd Pl,133
123,8102 Sheriff Rd,132
417,Capitol Heights Blvd at Gunther St,132
333,Brandywine Road at Groveton Drive,131
587,Goddard Space Flight Center Main Gate (Southbound),131
984,Peppermill Dr at Central Ave,130
930,Owens Rd at Iverson St,130
353,Brightseat Rd at MD 202,129
218,Annapolis Rd at 54th Pl,129
1047,Rhode Island Ave at Webster St,128
932,Owens Rd at Martin Dr,128
1011,Queensbury Rd at 42nd Pl,128
488,Columbia Park Rd at Clarkson Way,128
733,LOTTSFORD RD AT MCCORMICK DRIVE,127
131,8343 Ardwick-Ardmore Rd,127
310,Bock Rd at Belfast Drive,127
278,Baltimore Ave at Regents Dr,127
581,Garrett A. Morgan Blvd at Gibbs Way,127
706,Jericho City Dr at Brightseat Rd.,127
1009,Queensbury Rd at 39th Pl,126
974,Paint Branch Parkway at Baltimore Ave,126
676,Hillside Rd at Crescent Rd,125
415,Capitol Heights Blvd at Central Ave,125
1252,Toldeo Rd at Belcrest Rd,125
627,Halloway South at Village Dr West,124
740,Lamont Dr at Larchwood St,124
917,Old Pike Way at 5620 Old Pike Way,124
493,Columbia Park Rd at Stanford Court,124
449,Chatsfield Way at Reading Ter,123
1037,Rhode Island Ave at 43rd Ave,123
570,Fisher Rd at Holton Ln,122
1233,Temple Hill Rd at Hagan Rd,122
852,Merrimac St at New Hampshire Ave Service Rd,122
54,38th St at Gaines Pl,122
940,Oxon Hill Fringe Parking Lot at Bus Bay F,121
1178,Southway at 10 Court,121
1048,Rhode Island at Wallace Rd Prem #4511,121
422,Cedar Heights Dr at Jefferson Heights Dr,121
106,58th Ave at Berwyn Rd,120
57,38th St at Parkwood St,120
616,Greenbrook Dr at Sunset Pl,120
85,42nd Ave at Nicholson St,119
179,Addison Rd at Seat Pleasant Dr,119
830,Marlboro Pike at US Rte 301,119
162,ALLENTOWN ROAD & WEBSTER LANE,118
1059,Ritchie Rd at Farrs Ln,118
875,Nova Ave at Doppler St,118
866,Nalley Rd at Nalley Ter,118
550,East-West Hwy at Toledo Terr,118
846,McCormick Dr at Peppercorn Pl,116
684,INDIAN HEAD HIGHWAY & AUDREY LANE,116
835,Matapeake Business Dr at Target Store,115
210,Allentown Rd at Waldran Dr,115
1,10100 Campus Way S,115
799,MLK Jr Hwy at Carrington Dr,115
87,42nd Ave at Oliver St,114
1143,Sheriff Rd at Willow Wood Ct,114
948,Oxon Hill Rd at Opposite Clipper Way (6383),114
1005,Queens Chapel Rd at Nicholson St,113
735,Lafayette Ave at Queensbury Rd,112
487,Columbia Park Rd at Cabin Branch Dr,112
692,Ikea - Arrival,111
264,Baltimore Ave at Guilford Rd,111
588,Goddard Space Flight Center Visitors Center (Northbound),110
312,Bock Rd at Saint Barnabas Rd,110
347,Brightseat Rd at Continental Pl,109
283,Baltimore Ave at Tuckerman St,109
1256,US Rte 301 at Marlboro Pike,109
19,23rd Ave at Chapman Rd,109
928,Owens Rd at Barnaby Run Dr,109
392,CAMPUS WAY NORTH AT HILLANDALE WAY,108
1225,Taylor Rd at Riverdale Rd,107
868,Naylor Rd Station Bay H - Hidden Arrival,107
805,MLK Jr Hwy at Roosevelt Ave,107
525,Dille Dr at Correctional Center,107
1121,Saint Barnabas Rd at Barrowfield Ct,106
216,Annapolis Rd at 53rd Pl,106
43,3300 75th Ave,106
82,42nd Ave and Queensbury Rd,106
1072,Ritchie Rd at Walker Mill Rd,106
331,Brandywine Road at Brooke Jane Drive,105
119,800 SOUTHERN AVENUE,105
658,Harry S Truman Dr at New Orchard Dr,105
682,Hubbard Rd at Dodge Park Rd,104
160,ALLENTOWN ROAD & VERNON DRIVE,104
400,Campus Way S at Prince Place (W),103
374,Brinkley Rd at Morton Pl,103
985,Peppermill Dr at Hastings Dr,103
183,Addison Rd at Wilburn St,102
526,District Heights Municipal Bldg,102
822,Marlboro Pike at Jansen Ave,102
988,Piscataway Rd at Brandywine Rd,101
824,Marlboro Pike at Larchmont Ave,100
132,8401 Corporate Dr,100
33,28th Pkwy at Curtis Dr,100
622,Greenway Center (AM Southbound),100
681,Hillside Rd at Woodland Way,99
286,Baltimore Ave at Van Buren St,97
617,Greenhill Rd at Crescent Rd,97
1283,Walker Mill Rd at Rollins Ave,97
1115,SOUTHERN AVENUE & WHEELER ROAD AM FS,97
1124,Saint Barnabas Rd at Caryhurst Dr,97
787,Lottsford Rd at Harry S. Truman,97
152,ALLENTOWN ROAD & PATS LANE,97
1292,Willow Hill Dr at Nalley Rd,96
486,Columbia Park Rd at Beaver Rd,96
91,4615 Silver Hill Rd,96
919,Old Silver Hill Rd at Addison Ave,95
153,ALLENTOWN ROAD & PAYNE DRIVE,94
715,John Rogers Blvd at Old Marlboro Pike,94
455,Cheverly Ave at Arbor St,94
1199,St Barnabas Rd at Wheeler Rd,94
911,Old Marlboro Pike at Ritchie-Marlboro Rd,94
103,57th Ave at Berwyn Rd,94
453,Cherrywood Ln at Ivy Ln,93
440,Central Ave at Suffolk Ave,93
294,Belle Haven Dr at Belle Haven Ct,93
916,Old Marlboro Pike at Weldon Manor Ln,93
1193,St Barnabas Rd at Gateway Square Apts,93
372,Brinkley Rd at Mark Dr,92
190,Ager Rd at Nicholson St,92
467,Chillum Rd at 18th Ave,92
800,MLK Jr Hwy at Columbia Ave,91
721,Kenilworth Ave at Tennyson St,91
557,Equestrian Center Lot 1 (Arrival),91
48,34th St at Bunker Hill Rd,91
989,Piscataway Rd at Gwynndale Dr,91
324,Brandywine Rd at Lytton Ave.,90
825,Marlboro Pike at Marwood Blvd N,90
1079,Riverdale Rd at 48th Ave,89
319,Brandywine Rd at Clinton Manor Dr,89
1101,Rollins Ave at 1507 Rollins Ave,89
96,5200 St Barnabas Rd,88
670,Highview Pl at Sunbury Ct,88
284,Baltimore Ave at Underwood St,87
906,Old Marlboro Pike at Marlborough Dr,87
62,38th St at Utah Ave,87
81,42nd Ave and Oliver St,86
517,Cypress Tree Dr at Lee Pl,86
311,Bock Rd at National Christian Academy (6700),85
463,Cheverly Ave at Lombard St,85
1080,Riverdale Rd at 49th Ave,85
9,1405 Rollins Ave at #1405,85
788,Lottsford Rd at Harry S. Truman Dr,85
370,Brinkley Rd at Kildare Ct,84
339,Brightseat Rd at Amador Dr,84
1270,Village Dr West at Eyre Dr South,84
609,Greenbelt Road (MD. RTE. 193) at NASA Goddard Main Gate(AM),83
994,Pontiac St at 63rd Ave,83
1114,SOUTHERN AVENUE & OWENS ROAD,83
1293,Willow Hill Dr at Stevenson Ln,83
94,508 Suffolk Ave,82
1141,Sheriff Rd at William Paca School,82
903,Old Marlboro Pike at Derby Manor Ln,81
141,ALLENTOWN ROAD & BURGESS LANE,81
576,GRAND BLVD,81
720,Kenilworth Ave at Sarvis Ave,81
60,38th St at Taylor St,80
806,MLK Jr Hwy at Ryderwood Court,79
366,Brinkley Rd at Glen Oak Dr,79
870,New Carrollton Station (Arrival),79
173,Addison Rd at Drylog St,79
1166,Southern Ave at H St,79
382,Brinkley Rd at Trude St,78
212,Allentown Rd at Westchester Dr,78
732,LIVINGSTON ROAD AT FORT WASHINGTON RD,78
583,Garrett A. Morgan Blvd at Rear Morgan Blvd Station,78
240,Ashwood Dr at Ritchie Rd,77
116,7800 Sheriff Rd (Eaton Square Apartments),77
499,Council Dr at Gateway Blvd,77
1099,Rollins Av at Modupeola Way,77
41,3223 28th Pkwy,77
343,Brightseat Rd at Arena Dr (Largo),77
577,Gallatin St at 42rd Ave,77
1098,Rochelle Ave at Elmhurst St,76
90,442 Harry S Truman Dr,76
697,Indian Head Highway (MD. RTE. 210) at Talbert Drive,76
358,Brinkley Rd at Anderson Dr,76
127,8235 Ardwick-Ardmore Rd,75
1100,Rollins Ave at #1513,74
551,East-West Hwy at Toledo Terrace,74
206,Allentown Rd at Perrie Ln,74
6,1380 SOUTHERN AVENUE,74
898,Old Landover Rd at Landover Rd,74
77,4211 Suitland Rd (Opposite),73
423,Cedar Heights Dr at K St,73
574,Fort Washington Fringe Lot Bus Bay B,73
171,Addison Rd at Baltic St,73
758,Landover Rd at Pinebrook Rd,72
1219,TUCKER ROAD & PALMER ROAD,72
752,Landover Rd at 75th Ave,72
332,Brandywine Road at Dennison Drive,72
639,Hampton Park Boulevard at Edgeworth Dr,71
1301,Woodyard Rd at Pine View Lane,71
839,Mattowoman Beantown Rd at MTA Park and Ride Lot (Arrival),71
214,Annapolis Rd at 46th St,71
1303,Woodyard Rd at Tanglewood Center,71
338,Brightseat Rd at 901 Brightseat Rd,71
751,Landover Rd at 58th Pl,71
1150,Silver Hill Rd at Swann Rd,71
687,INDIAN HEAD HIGHWAY & LIVINGSTON ROAD,70
274,Baltimore Ave at Metzerott Rd,70
447,Centre Pointe Office Park,70
791,MERCANTILE LN AT 1400 MERCANTILE LANE,69
235,Arundel Rd at 25th Ave,69
176,Addison Rd at Health Center Ent.,69
297,Beltway Plaza Shopping Center,69
450,Chatsfield Way at Tweed Way,69
1261,Upshur St at 28th St,69
1086,Riverdale Rd at 62nd Pl,69
49,34th St at Otis St,69
323,Brandywine Rd at Lytton Ave,69
175,Addison Rd at Ernie Banks St,68
161,ALLENTOWN ROAD & WALDRAN DRIVE,68
1230,Temple Hill Rd at Cedell Pl,68
1019,Rainier Ave at 34th St,68
407,Campus Way South at Prince Place,68
462,Cheverly Ave at Kilmer St,68
760,Largo Dr at Kirkham Ln,68
890,Old Branch Ave at 6811 Old Branch Ave,67
362,Brinkley Rd at Bushey Dr,67
356,Brightseat Rd at McLain Avenue,67
1112,SOUTHERN AVENUE & GREATER SE HOSPITAL,66
1087,Riverdale Rd at 63rd Ave,66
1192,St Barnabas Rd at Frazier Ter,65
612,Greenbelt Station Parkway at Streambank Lane,65
1259,University Blvd at Phelps Rd,65
593,Good Luck Rd at Kenilworth Ave,64
1106,SOUTHERN AVENUE & 13TH STREET SE,64
444,Central Ave at Ventura Ave,64
1107,SOUTHERN AVENUE & 6TH STREET SE,64
369,Brinkley Rd at John Hanson Ln,63
513,Crescent Rd at Parkway,63
1130,Sheriff Rd at Cypress Tree Dr,62
3,10233 Campus Way South,62
352,Brightseat Rd at Hamlin St,62
1129,Sheriff Rd at Countrywood Ct,61
712,John Rogers Blvd at Courtland Ln,61
411,Capitol Heights Blvd at 733 Capitol Heights Blvd,60
432,Central Ave at Garrett A Morgan Blvd,60
342,Brightseat Rd at Arena Dr (Campus Way),60
65,400 Brightseat Rd,60
958,PALMER ROAD & DELLA LANE,60
308,Bock Rd at 6801 Woodside Village Apts,59
1168,Southern Ave at Opposite of Greater SE Hospital,59
1117,SOUTHERN AVENUE & WHEELER ROAD PM FS,59
237,Arundel Rd at 34th Ave,59
120,8030 Sheriff Rd,59
774,Largo Rd at Mount Lubentia Way,58
667,Highview Pl at Hanbury Ct,58
439,Central Ave at Soper Ln,58
424,Cedar Heights Dr at Lee Pl,58
552,Eastern Ave at Rhode Island Ave,57
155,ALLENTOWN ROAD & PRINCE GEORGES DRIVE,57
913,Old Marlboro Pike at SHA Facility,57
769,Largo Rd at Homestated,56
388,Brown Station Rd at Dille Dr,56
172,Addison Rd at Crown St,56
404,Campus Way South at Harry S Truman Dr,56
1042,Rhode Island Ave at Gallatin St,55
0,10053 Campus Way South,55
768,Largo Rd at Hancock Dr,55
844,McCormick Dr at Caraway Ct,55
147,ALLENTOWN ROAD & KAREN ANNE DRIVE,55
483,Columbia Park Rd at #5700,54
1216,TUCKER ROAD & ARUNDEL ROAD,54
1020,Rainier Ave at Taylor St,54
498,Council Dr at Foster St,54
659,Harry S Truman Dr at Woodlawn Blvd,54
192,Ager Rd at Peabody St,54
485,Columbia Park Rd at 64th Ave,54
770,Largo Rd at Kent Dr,53
61,38th St at Upshur St,53
820,Marlboro Pike at Forest Run Dr,53
279,Baltimore Ave at Riverdale Rd,53
828,Marlboro Pike at Opus Ave,53
253,Auth Rd at Magruder Ave,53
151,ALLENTOWN ROAD & PADGETTS CORNER,52
433,Central Ave at Hampton Park Blvd,52
442,Central Ave at Tunic Ave,52
717,Kanawha St at 14th Ave,52
1006,Queens Chapel Rd at Oliver St,52
765,Largo Rd at Chirstian Academy,52
266,Baltimore Ave at Harrison Ave,52
756,Landover Rd at Kent Town Place,51
55,38th St at Hamilton St,51
543,East Capitol St at Maryland Park Dr,51
927,Ora Glen Dr at Morrison Dr,51
827,Marlboro Pike at Nova Ave,51
540,Dower House Rd at Old Marlboro Pike,50
524,Dille Dr at Brown Station Rd,50
35,28th Pkwy at Fairlawn St,50
810,Madison St at Madison Ct,50
426,Central Ave at Balboa Ave,49
346,Brightseat Rd at Bishop Peebles Dr (Largo),49
914,Old Marlboro Pike at Spring Dr,49
621,Greenway Center (AM Northbound),48
995,Pontiac St at Cunningham Dr,48
1239,Temple Hill Rd at Oahu St,48
779,Largo Rd at West Kettering Dr,48
910,Old Marlboro Pike at Peerless Ave,48
786,Lords Landing Rd at Lord Sterling Pl,48
1159,Southern Ave at Bonini Rd,47
957,Oxon Run Dr at Oxon Run Ct,47
193,Ager Rd at Powhattan Rd,47
134,8951 Lottsford Rd,46
1134,Sheriff Rd at Giant Food,46
817,Mandan Rd at Mandan Rd Ct,46
174,Addison Rd at Eads St,45
246,Auth Rd at #6208-6220,45
538,Donnell Drive at Marlboro Pike,45
713,John Rogers Blvd at Governor's Grove,44
1232,Temple Hill Rd at Fisher Rd,44
313,Bock Rd at Sourwood Ln,44
1058,Ritchie Rd at Edgeworth Dr,44
322,Brandywine Rd at Horshoe Rd,44
243,Auburn Ave at 3rd St,44
363,Brinkley Rd at Cherryfield Rd,44
21,23rd Ave at Fordham St,44
1226,Temple Hill Rd at 8601 Temple Hill Rd,43
1224,Takoma Langley Park Transit Center Bus Bay B (hidden arrival),43
295,Belle Haven Dr at Nalley Rd,43
671,Hill Dr at Mountain View,43
1123,Saint Barnabas Rd at Bock Rd,43
956,Oxon Hill at Joellyn Ct,43
115,7800 Eaton Sq Apts,42
1285,Walker Mill Rd at Weber Dr,42
662,Hastings Dr at Hill Rd,42
491,Columbia Park Rd at Oregon Ave,42
1113,SOUTHERN AVENUE & OPPOSITE GREATER SE HOSPITAL,41
896,Old Crain Hwy at Villiage Drive West,41
1217,TUCKER ROAD & BOCK ROAD,41
394,Cabin Branch Dr at Whole Foods Entrance,41
45,3321 75th Ave,41
337,Brightseat Rd at 1000 Jericho City Drive,41
345,Brightseat Rd at Bishop Peebles Dr (Campus Way),40
412,Capitol Heights Blvd at 734 Capitol Heights Blvd,39
157,ALLENTOWN ROAD & TEMPLE HILL ROAD AM NS,39
960,PALMER ROAD & FRAN DEL DRIVE,39
568,Fisher Rd at Fisher Dr,39
10,1441 McCormick Dr,39
515,Cypress Tree Dr at Juniper Tree Ln,38
546,East Capitol Street at Maryland Park Drive,38
8,1400 McCormick Dr,38
140,ALLENTOWN ROAD & BRINKLEY ROAD,37
709,John Rogers Blvd at Ascott Dr,37
754,Landover Rd at Arena Dr,37
373,Brinkley Rd at Middlefield Rd,37
122,8100 Sheriff Rd,36
675,Hillside Rd at 19 Court,36
1135,Sheriff Rd at Glen Willow Dr,36
419,Capitol Heights Blvd at Ute Way,36
1206,Suffolk Ave at Bend St,36
154,ALLENTOWN ROAD & PLEASANT HILL DRIVE,35
121,8100 Professional Pl,35
738,Lamont Dr at Fairbanks St,34
163,ALLENTOWN ROAD & WESTCHESTER COURT,34
469,Chillum Rd at 21st Pl,34
1108,SOUTHERN AVENUE & 9TH STREET SE,33
497,Council Dr at Elmhurst St,33
785,Lords Landing Rd at Lord Fairfax Pl,33
1153,Southern Ave Station Bay E - Arrival,33
1002,Queen Chapel Rd at Queensbury Rd,32
876,Nova Ave at Marlboro Pike,32
414,Capitol Heights Blvd at Brooke Rd,32
44,3300 Pennsy Dr,32
946,Oxon Hill Rd at Kerby Pkwy,32
857,Motor Vehicle Administration - Arrival,31
795,MLK Jr Hwy at Addison Rd,31
653,Hanover Pkwy at Spring Manor Dr,31
1116,SOUTHERN AVENUE & WHEELER ROAD AM NS,31
688,INDIAN HEAD HIGHWAY & SENECA DRIVE,31
594,Good Luck Rd at Oakland Ave,30
1195,St Barnabas Rd at Kernal Ln,30
156,ALLENTOWN ROAD & TEMPLE HILL ROAD AM FS,29
2,10147 Campus Way South,29
849,Melwood Training Center,29
129,8301 Professional Pl,29
102,5716 Columbia Park Rd,29
599,Governor Oden Bowie Dr at Elm St,29
1289,West Hyattsville Station - Arrival,29
88,42nd Ave at Queensbury Rd,28
535,Donnell Dr at 2900 Donnell Dr,28
256,Baltimore Ave at Amherst Rd,28
38,3119 75th Ave (Overland Gardens),28
401,Campus Way S at Treetop Condo,28
182,Addison Rd at Wilburn Dr,28
784,Lords Landing Rd at John Rogers Blvd,28
882,Old Alexandria Ferry Rd at Alexandria Ferry Business Park,27
579,Gallatin St at Church Pl,27
1014,Queensbury Rd at 46th Ave,27
416,Capitol Heights Blvd at Emmet St,27
1220,TUCKER ROAD & RIDGEVALE AVENUE,26
425,Cedar Heights at Lee Pl,26
636,Hamilton St at Queens Chapel Rd,26
482,College Park Station - Arrival,26
1033,Rhode Island Ave at 38th St,26
180,Addison Rd at St Margaret's School,26
970,PGCC Perimeter Rd at Brickford Natatorium,26
242,Auburn Ave at 2nd St,25
434,Central Ave at Maryland Park Dr,24
1291,Willow Hill Dr at Hill Rd,24
42,3224 28th Pkwy,24
458,Cheverly Ave at Columbia Park Rd,24
899,Old Marlboro Pike  at Peerless Ave,24
111,7500 ALLENTOWN ROAD,24
1007,Queens Chapel Road at Queensbury Rd,23
1109,SOUTHERN AVENUE & BONINI ROAD,23
166,Access rd at West Court Dr,22
118,800 Ritchie Rd,22
915,Old Marlboro Pike at Starting Gate Dr,22
56,38th St at Jackson Ave,22
357,Brightseat Rd at Sterling St,22
874,Nova Ave at Central Ave,22
276,Baltimore Ave at Queens Chapel Rd,21
714,John Rogers Blvd at Lord's Landing Rd,21
845,McCormick Dr at Lottsford Rd,21
1067,Ritchie Rd at Ritchie Rd Spur,21
575,Ft Washington Rd at Indian Head Hwy,21
441,Central Ave at Topeka Ave,20
977,Pennsy Dr at Landover Metrorail Station,20
734,LOTTSFORD ROAD AT GRAND BLVD,20
187,Ager Rd at Kirkwood Place,20
296,Belle Haven Dr at Village Green Dr,20
1051,Ritchie Rd At Sunny Ln,20
555,Elm St at Governor Oden Bowie Dr,20
934,Owens Rd at Owens Rd Elementary,19
1271,Village Dr West at Halloway North,19
1207,Suffolk Ave at Central Ave,19
542,East Capital Street at Old Central Ave,19
1179,Southway at 11 Court,19
309,Bock Rd at Belfast Dr,19
685,INDIAN HEAD HIGHWAY & I-495 SOUTH OFF RAMP,19
142,ALLENTOWN ROAD & COMET DRIVE,19
980,Pennsylvania Ave at Old Marlboro Pl,19
445,Central Ave at Xenia Ave,19
710,John Rogers Blvd at Captain Duval Dr,19
476,Clairfield Lane - Arrival,18
92,5023 Riverdale Rd,18
389,CAB - Arrival,18
881,OXON HILL ROAD AT LIVINGSTON RD,17
580,Garrett A Morgan Blvd at Ridgefield Blvd,17
355,Brightseat Rd at McLain Av,17
1016,Queensbury Rd at E Beale Cir,17
117,7800 Sheriff Rd - out,16
146,ALLENTOWN ROAD & JOCELLE COURT,16
255,Auth Rd at Procopio,16
780,Largo Rd at White House Rd,16
316,Branch Ave Station - Arrival,16
165,ALLENTOWN WAY & ALLENTOWN ROAD,15
125,8210 Sheriff Rd,15
1205,Stuart at Surrats,14
126,8214 Sheriff Rd,14
1198,St Barnabas Rd at Temple Hill Rd,14
66,403 Brightseat Rd,14
1076,River Rd Bus Shelter,14
1120,STARS ENTRANCE GAYLORD HOTEL,14
905,Old Marlboro Pike at Mapleshade Ln,14
1038,Rhode Island Ave at Alt Rte 1,13
137,9617 Lottsford Road,13
229,Ardwick-Ardmore Rd at Preston St,13
746,Landover Metrorail Station - Arrival,13
757,Landover Rd at Lake Arbor Way,13
1144,Sheriff Rd opposite Giant Food,13
950,Oxon Hill Rd at Oxon Hill Manor,13
484,Columbia Park Rd at 5801 Columbia Park Rd,13
1288,West Hyattsville Station (Arrival),13
936,Owens Rd at Weaver Ter,12
1035,Rhode Island Ave at 41st Place,12
519,DWI Facility,12
1273,Village Dr West at McConnell Dr,12
293,Belcrest at PG Plaza Metrorail,12
975,Paint branch Parkway at Baltimore Ave,12
761,Largo Rd  at Water Foul Way,12
731,LIVINGSTON ROAD AT FORT WASHINGTON MEDICAL CENTER,12
711,John Rogers Blvd at Colonel's Choice,12
1046,Rhode Island Ave at Wallace Rd,11
909,Old Marlboro Pike at Old Mill Rd,11
772,Largo Rd at Kirkland Ln,11
459,Cheverly Ave at Euclid St,11
1034,Rhode Island Ave at 41st Pl,11
234,Arena Dr at Shoppers Way (Southbound),11
888,Old Alexandria Ferry Rd at Poplar Hill Ln,11
251,Auth Rd at Gloria Dr,10
138,9654 Lottsford Road,10
383,Brooke Rd at Highmount Ln,10
144,ALLENTOWN ROAD & DODGE LANE,10
1222,TUCKER ROAD & ROSE MARIE DRIVE,10
1248,Temple Hill Rd at Suburban Ct,10
456,Cheverly Ave at Belleview Ave,9
976,Pennsy Dr at 75th Ave,9
1000,Professional Pl at Garden City Dr,9
518,Cypress Tree Drive at Juniper Tree Lane,9
231,Arena Dr at Shoppers Way (Campus Way),9
232,Arena Dr at Shoppers Way (Largo),9
900,Old Marlboro Pike at Atherstone Terrace,9
674,Hilll Dr at Mountain View,9
1176,Southern Maryland Hospital (Hidden Arrival),9
457,Cheverly Ave at Cheverly Cir,8
233,Arena Dr at Shoppers Way (Northbound),8
999,Prince George's Plaza Entrance,8
128,8300 Professional Pl,8
133,8440 Ardwick-Ardmore Rd,8
1215,TUCKER RD & ALLENTOWN RD,8
130,8325 Ardwick-Ardmore Rd,7
50,3807 Old Crain Hwy,7
470,Chillum Rd at 21st Pl - in,7
143,ALLENTOWN ROAD & COOLRIDGE ROAD,7
705,Jericho City Dr at 8501 Jericho City Drive,7
101,5700 Columbia Park Rd (Opposite),7
1136,Sheriff Rd at Glen Willow Dr - North Side,7
618,Greenhill Rd at Greenway Pl,7
880,OXON HILL ROAD AT CROSS FOXES DR,6
1182,Southway at Ridge Rd,6
686,INDIAN HEAD HIGHWAY & I-495 SOUTH RAMP,5
436,Central Ave at Quire Ave,5
1084,Riverdale Rd at 60th Pl,5
1146,Silver Hill Rd at Penn Station,5
158,ALLENTOWN ROAD & TEMPLE HILL ROAD PM FS,5
1044,Rhode Island Ave at Shepherd St,4
672,Hill Rd at Mountain View Way,4
816,Mandan Rd at Hanover Pkwy,3
37,28th Pl at Upshur St,3
704,Jericho City Dr at 8501 Jericho City Dr,3
145,ALLENTOWN ROAD & GENNENE LANE,3
1299,Woodyard Rd at Heritage Med,3
1162,Southern Ave at Forest Hills Apartment,3
148,ALLENTOWN ROAD & KINGSTON DRIVE,3
834,Marlborough Dr at Old Marlboro Pike,2
159,ALLENTOWN ROAD & TEMPLE HILL ROAD PM NS,2
341,Brightseat Rd at Arena Dr,2
1191,St Barnabas Rd at Frazier Dr,2
139,ALLENTOWN ROAD & ALLENTOWN WAY,2
893,Old Branch Ave at Allentown Way - Arrival,2
1183,Springhill Dr at 6027 Springhill Dr,2
947,Oxon Hill Rd at MGM Employment Center,2
1111,SOUTHERN AVENUE & FOREST HILLS APARTMENTS,2
27,2810 TUCKER ROAD,2
1163,Southern Ave at Forest Hills Apts,2
1257,University Blvd at 23rd Ave,2
1272,Village Dr West at Halloway South,2
384,Brooke Rd at Highview Pl,1
879,OXON HILL FRINGE PARK AND RIDE LOT AT BUS BAY F (Arrival),1
954,Oxon Hill Rd at Tanger Blvd,1
1118,SOUTHERN AVENUE & WHEELER ROAD PM NS,1
1030,Rhode Island Ave at 34th St,1
982,Pennsylvania Ave at Suitland Pkwy,1
648,Hanover Pkwy at Lake Park Dr,1
584,Garrett A. Morgan Blvd at SGT. Hartman Ln,1
344,Brightseat Rd at Bishop Peebles Dr,1
1213,Suitland Rd at Opposite Prem. #4211,0
966,PG Plaza Station (Hidden Arrival),0
1083,Riverdale Rd at 5800 Block,0
51,3807 Old Crain Hwy - opposite,0
26,2809 TUCKER ROAD,0
949,Oxon Hill Rd at Oxon Hill Fringe Parking Lot,0
1218,TUCKER ROAD & MARIE DRIVE,0
