,stop,boardings
149,Ager Rd and Oglethorpe St,48
316,Brinkley Rd at George Washington Dr,48
764,Pontiac St at 60th Ave,48
282,Brandywine Rd at Old Marbury Rd,48
112,ALLENTOWN ROAD & LANHAM LANE,48
650,Merchantile Ln at Technology Way,48
910,Suitland Rd at 4410 Suitland Rd,47
698,Old Marlboro Pike at Ritchie-Marlboro Rd,47
869,Southern Ave at Bonini Rd,47
59,42nd At Jefferson St,47
458,Fisher Rd at Brinkley Station Dr,47
559,Lamont Dr at Larchwood St,47
48,40plgall_nb,47
881,Southern Maryland Hospital (Hidden Arrival),47
449,Equestrian Center Lot 1 (Arrival),47
339,Brooks Dr at Marlboro Pike,46
842,SOUTHERN AVENUE & FOREST HILLS APARTMENTS,46
798,Rhode Island at Wallace Rd Prem #4511,46
954,Toledo Rd at Belcrest Rd,46
294,Brightseat Rd at Arena Dr (Campus Way),45
92,8301 Professional Pl,45
805,Ritchie Rd at Farrs Ln,45
258,Bladensburg Rd at 40th Pl,45
139,Addison Rd at Eads St,45
789,Rhode Island Ave at Charles Armentrout Way,45
793,Rhode Island Ave at Shepherd St,45
178,Allentown Rd at Westchester Dr,45
629,Marlboro Pike at Forest Run Dr,45
638,Matapeake Business Dr at Target Store (Hidden Arrival),44
832,Rollins Ave at Hanlon Street,44
120,ALLENTOWN ROAD & TEMPLE HILL ROAD AM NS,44
355,Campus Way S at PGCC Entrance,44
765,Pontiac St at 63rd Ave,44
962,Village Dr West at Eyre Dr South,44
772,Queens Chapel Rd at Oliver St,44
707,Old Silver Hill Rd at Addison Ave,43
399,Columbia Park Rd at Oregon Ave,43
69,4412 Suitland Rd (Opposite),43
405,Council Dr at Foster St,43
326,Brinkley Rd at Middlefield Rd,43
268,Bock Rd at Sourwood Ln,43
66,42nd Ave at Oliver St,42
762,Piscataway Rd at Old Branch Ave,42
590,Largo Rd at Watkins Park Dr,42
835,SOUTHERN AVENUE & 13TH STREET SE,42
207,Ashwood Dr at Ritchie Rd,42
645,McCormick Dr at Opp. UMUC Building,41
325,Brinkley Rd at Mark Dr,41
510,Harry S Truman Dr at New Orchard Dr,41
604,Lottsford Rd at McCormick Dr,40
578,Largo Rd at Eton Dr,40
911,Suitland Rd at Homer Ave,40
700,Old Marlboro Pike at SHA Facility,40
213,Auth Rd at Dublin Dr,40
380,Cheverly Ave at Inwood St,39
958,University Blvd at Phelps Rd,39
49,40th Pl at Crittenden,39
818,Ritchie Rd at Walker Mill Rd,39
440,East Capitol Street at Maryland Park Drive,39
720,Owens Rd at Barnaby Run Dr,39
830,Rollins Ave at 1506 Rollins Ave,39
712,Opp Truman Manor Entrance,39
767,Pontiac St at Edmonston Rd,38
401,Columbia Park Rd at Stanford Court,38
648,Melwood Training Center,38
324,Brinkley Rd at Lujean Ln,37
745,PALMER ROAD & DELLA LANE,37
713,Opp. 1300 McCormick Dr,37
421,Dille Dr at Correctional Center,36
724,Owens Rd at Martin Dr,36
287,Brandywine Road at Brooke Jane Drive,35
864,Southern Ave Station Bay E - Arrival,35
7,1400 Merchantile Ln,35
688,Old Marlboro Pike at Charles Mill Blvd,35
579,Largo Rd at Hancock Dr,34
381,Cheverly Ave at Kilmer St,34
315,Brinkley Rd at Farmer Dr,34
335,Brinkley Rd at Summer Hill Rd,34
378,Cheverly Ave at Euclid St,33
919,TUCKER ROAD & ARUNDEL ROAD,33
84,6801 Woodside Village Apts,33
344,CAB - Arrival,32
353,Campus Way North at St Joseph's Dr,32
94,8401 Corporate Dr,32
547,Kipling Pkwy at Glendora Dr,32
852,Saint Barnabas Rd at Bock Rd,32
262,Bock Rd at 6801 Woodside Village Apts,32
232,Baltimore Ave at Indian Ln,32
276,Brandywine Rd at Clinton Way,31
829,Rollins Av at Modupeola Way,31
12,1515 Rollins Ave,31
9,1441 McCormick Dr,31
202,Arena Dr at Captial Center Blvd,31
116,ALLENTOWN ROAD & PAYNE DRIVE,30
393,Columbia Park Rd at Beaver Rd,30
437,East Capitol St at Maryland Park Dr,30
677,Old Branch Ave at Allentown Way - Arrival,30
952,Toldeo Rd at Belcrest Rd,29
483,Halloway South at Village Dr West,29
296,Brightseat Rd at Bishop Peebles Dr (Campus Way),29
104,ALLENTOWN ROAD & BRINKLEY ROAD,28
726,Owens Rd at Owens Rd Elementary Ent,28
912,Suitland Rd at Opp. Suitland Federal Center Gate 3,28
327,Brinkley Rd at Morton Pl,28
581,Largo Rd at Kent Dr,28
464,Fisher Rd at Holton Ln,28
514,INDIAN HEAD HIGHWAY & LIVINGSTON ROAD,28
931,Temple Hill Rd at Fisher Rd,28
592,Largo Rd at White House Rd,27
210,Auth Rd at Braymer Ave,27
456,Farragut St and 42nd Pl,27
171,Allentown Rd at Opp. Leon St,27
297,Brightseat Rd at Bishop Peebles Dr (Largo),27
522,Indian Head Highway (MD RTE. 210) at Livingston Rd,27
376,Cheverly Ave at Cheverly Cir,27
217,Auth Rd at Oakland Way,27
347,CAMPUS WAY NORTH AT HILLANDALE WAY,27
850,Saint Barnabas Rd at Barrowfield Ct,27
841,SOUTHERN AVENUE & E. MEADOW COURT,26
263,Bock Rd at Belfast Dr,26
209,Auth Rd at 5812 Dublin Dr,26
717,Opp. 8100 Professional Pl,26
26,28th Ave at Kenton Pl,26
855,Silver Hill Rd at Metro Dr,25
784,Rhode Island Ave at 41st Pl,25
525,Indian Head Highway (MD. RTE. 210) at Talbert Drive,25
904,Stuart Ln at Surrats Rd,25
836,SOUTHERN AVENUE & 6TH STREET SE,25
197,Ardwick-Ardmore Rd at Preston St,25
716,Opp. 5805 Queens Chapel Rd,25
680,Old Branch Ave at Kirby Ln,25
569,Landover Rd at Arena Dr,25
691,Old Marlboro Pike at Mapleshade Ln,24
795,Rhode Island Ave at Wallace Rd,24
785,Rhode Island Ave at 41st Place,24
804,Ritchie Rd at Edgeworth Dr,24
775,Queensbury Rd at 39th Pl,24
766,Pontiac St at Cunningham Dr,24
392,Columbia Park Rd at ABC Supply Co.,23
641,McConnell Dr at Village Dr West,23
703,Old Marlboro Pike at Weldon Manor Ln,23
346,CAMPUS WAY NORTH AT BYWARD BLVD,23
295,Brightseat Rd at Arena Dr (Largo),23
110,ALLENTOWN ROAD & KAREN ANNE DRIVE,22
406,Council Dr at Gateway Blvd,22
843,SOUTHERN AVENUE & OWENS ROAD,22
570,Landover Rd at Lake Arbor Way,21
612,MLK Jr Hwy at Booker Dr,21
67,42nd Ave at Queensbury Rd,21
505,Hanover Pkwy at Spring Manor Dr,21
701,Old Marlboro Pike at Spring Dr,21
470,Gallatin St at Church Pl,21
450,Equestrian Center Lot 1 (Hidden Arrival,20
374,Cheverly Ave at Arbor St,20
587,Largo Rd at Riverdale Bapt School,20
837,SOUTHERN AVENUE & 9TH STREET SE,20
87,800 Ritchie Rd,20
543,Kanawha St at 14th Ave,19
644,McCormick Dr at Lottsford Rd,19
356,Campus Way S at Prince Place (W),19
647,McCormick Dr at UMUC,19
275,Brandywine Rd at Clinton Manor Dr,19
468,Gallatin St at 42rd Ave,19
516,INDIAN HEAD HIGHWAY & SENECA DRIVE,19
206,Ashwood Dr at Ritche Rd,19
774,Queensbury Rd and 39th Pl,18
303,Brightseat Rd at Maple Ridge Apts #1,18
1,10100 Campus Way S,18
705,Old Pike Way at 5620 Old Pike Way,18
469,Gallatin St at 43rd Ave,18
591,Largo Rd at West Kettering Dr,18
595,Lords Landing Rd at Brown Station Rd,18
306,Brightseat Rd at McLain Avenue,18
920,TUCKER ROAD & BOCK ROAD,18
57,4211 Suitland Rd (Opposite),18
600,Lottsford Rd at Grand Blvd,17
102,9654 Lottsford Road,17
557,Lamont Dr at Fairbanks St,17
898,St Barnabas Rd at Temple Hill Rd,17
727,Owens Rd at Weaver Ter,17
696,Old Marlboro Pike at Old Mill Rd,16
461,Fisher Rd at Fisher Dr,16
571,Largo Dr at Kirkham Ln,16
152,Ager Rd at Kirkwood Place,16
899,St Barnabas Rd at Wheeler Rd,15
292,Brightseat Rd at Amador Dr,15
756,Pennsylvania Ave at Old Marlboro Pl,15
586,Largo Rd at Opp. Town Farm Rd,15
574,Largo Rd at Brock Rd,15
773,Queens Chapel Road at Queensbury Rd,15
88,8100 Professional Pl,14
607,Lottsford at McCormick Dr,14
616,MLK Jr Hwy at Columbia Ave,14
722,Owens Rd at Iverson St,14
538,John Rogers Blvd at Farnsworth Ln,14
668,Old Alexandria Ferry Rd at Highland Meadows Dr,14
105,ALLENTOWN ROAD & BURGESS LANE,13
173,Allentown Rd at Robin Ln,13
60,42nd Ave and Oliver St,13
702,Old Marlboro Pike at Starting Gate Dr,13
580,Largo Rd at Homestead Dr,13
288,Brandywine Road at Dennison Drive,13
718,Opp. 8951 Lottsford Rd,13
131,Access rd at West Court Dr,13
894,St Barnabas Rd at Kernal Ln,13
846,SOUTHERN AVENUE & WHEELER ROAD PM FS,13
515,INDIAN HEAD HIGHWAY & OXON FARM RD,12
214,Auth Rd at Gloria Dr,12
229,Baltimore Ave at Harrison Ave,12
420,Dille Dr at Brown Station Rd,12
281,Brandywine Rd at Lytton Ave.,12
163,Allentown Rd at Brinkley Rd (Family Services),12
759,Piscataway Rd at Absher Ln,12
961,Village Dr West at Clairfield Ln,12
969,Walker Mill Rd at Rollins Ave,12
124,ALLENTOWN ROAD & WALDRAN DRIVE,12
390,College Park Metro Station at Bus Bay B,11
457,Farragut St at Rhode Island Ave,11
61,42nd Ave and Queensbury Rd,11
404,Council Dr at Elmhurst St,10
646,McCormick Dr at Peppercorn Pl,10
906,Stuart Ln at Topaz Ct,10
971,Walker Mill Rd at Weber Dr,10
572,Largo Rd  at Water Foul Way,10
203,Arena Dr at Shoppers Way (Campus Way),10
922,TUCKER ROAD & PALMER ROAD,10
119,ALLENTOWN ROAD & TEMPLE HILL ROAD AM FS,10
159,Ager Road at Roanoke St,10
501,Hanover Pkwy at Lake Park Dr,10
130,ALLENTOWN WAY & ALLENTOWN ROAD,9
689,Old Marlboro Pike at Derby Manor Ln,9
670,Old Alexandria Ferry Rd at Malcom Rd,9
965,Village Dr West at McConnell Dr,9
309,Brightseat Rd at Sterling St,9
218,Auth Rd at Procopio Dr,9
923,TUCKER ROAD & RIDGEVALE AVENUE,8
519,INDIAN HEAD HIGHWAY & TECUMSEH DR,8
280,Brandywine Rd at Lytton Ave,8
8,1405 Rollins Ave,8
664,OLD BRANCH AVENUE at ALLENTOWN WAY,8
108,ALLENTOWN ROAD & DODGE LANE,8
107,ALLENTOWN ROAD & COOLRIDGE ROAD,8
838,SOUTHERN AVENUE & BARNABY ROAD,8
106,ALLENTOWN ROAD & COMET DRIVE,7
554,LOTTSFORD RD AT MCCORMICK DRIVE,7
695,Old Marlboro Pike at Mount Airy Ln,7
596,Lords Landing Rd at John Rogers Blvd,7
121,ALLENTOWN ROAD & TEMPLE HILL ROAD PM FS,7
673,Old Alexandria Ferry Rd at Poplar Hill Ln,7
916,Suitland Rd at Towne Park Rd,7
32,3807 Old Crain Hwy,7
117,ALLENTOWN ROAD & PLEASANT HILL DRIVE,7
301,Brightseat Rd at Glenarden Pkwy,7
964,Village Dr West at Halloway South,6
375,Cheverly Ave at Belleview Ave,6
68,4410 Suitland Rd,6
891,St Barnabas Rd at Frazier Dr,6
475,Governor Oden Bowie Dr at Elm St,6
849,SOUTHERN AVENUE at UNITED MEDICAL CENTER,6
86,7711 Old Alexandria Ferry Rd,6
697,Old Marlboro Pike at Peerless Ave,6
97,8951 Lottsford Rd,6
89,8201 Corporate Dr,5
100,9400 Peppercorn Pl,5
128,ALLENTOWN ROAD at BRINKLEY ROAD,5
113,ALLENTOWN ROAD & OLD BRANCH AVENUE,5
583,Largo Rd at Kirkland Ln,5
451,Equestrian Center Lot 1 (Hidden Arrival),5
760,Piscataway Rd at Brandywine Rd,5
126,ALLENTOWN ROAD & WESTCHESTER COURT,5
91,8300 Professional Pl,5
111,ALLENTOWN ROAD & KINGSTON DRIVE,4
686,Old Marlboro Pike at Atherstone Terrace,4
541,John Rogers Blvd at Old Marlboro Pike,4
422,District Heights Municipal Bldg,4
763,Piscataway Rd at Pella Place,4
118,ALLENTOWN ROAD & PRINCE GEORGES DRIVE,4
605,Lottsford Rd at Tulip Tree Dr,4
747,PALMER ROAD & FRAN DEL DRIVE,4
643,McCormick Dr at Caraway Ct,4
535,John Rogers Blvd at Captain Duval Dr,4
725,Owens Rd at Norlinda Ave,4
266,Bock Rd at Opp. Belfast Drive,4
608,MERCANTILE LN AT TECHNOLOGY WAY,3
857,Silver Hill Rd at Penn Station,3
195,Ardwick-Ardmore Rd at Extra Space Storage,3
199,Ardwick-Ardmore Rd at UPS Building #8440,3
758,Pennsylvania Ave at Suitland Pkwy,3
6,1400 McCormick Dr,3
204,Arena Dr at Shoppers Way (Largo),3
844,SOUTHERN AVENUE & ROBERT YELDELL TOWER,3
109,ALLENTOWN ROAD & JOCELLE COURT,3
534,John Rogers Blvd at Ascott Dr,3
685,Old Marlboro Pike  at Peerless Ave,3
398,Columbia Park Rd at Opp. ABC Supply Co,3
883,Springhill Dr at 6027 Springhill Dr,2
72,5210 St Barnabas Rd,2
537,John Rogers Blvd at Courtland Ln,2
839,SOUTHERN AVENUE & BONINI ROAD,2
683,Old Crain Hwy at Villiage Drive West,2
761,Piscataway Rd at Gwynndale Dr,2
918,TUCKER RD & ALLENTOWN RD,2
704,Old Marlboro at Mount Airy Ln,2
665,Old Alexandria Ferry Rd at Alexandria Ferry Business Park,2
597,Lords Landing Rd at Lord Fairfax Pl,2
101,9617 Lottsford Road,2
103,ALLENTOWN ROAD & ALLENTOWN WAY,2
518,INDIAN HEAD HIGHWAY & TALBERT STREET,2
941,Temple Hill Rd at Piscataway Rd,2
350,Campus Drive (WB) at Baltimore Ave,2
349,Campus Drive (EB) at Baltimore Ave,1
127,ALLENTOWN ROAD & WESTCHESTER DRIVE,1
23,2810 TUCKER ROAD,1
540,John Rogers Blvd at Lord's Landing Rd,1
158,Ager Rd at Powhattan Rd,1
940,Temple Hill Rd at Opp. Temple Hill Community Center,1
56,4211 Suitland Rd,1
536,John Rogers Blvd at Colonel's Choice,1
598,Lords Landing Rd at Lord Sterling Pl,1
122,ALLENTOWN ROAD & TEMPLE HILL ROAD PM NS,1
576,Largo Rd at Chirstian Academy,1
539,John Rogers Blvd at Governor's Grove,0
913,Suitland Rd at Opposite Prem. #4211,0
129,ALLENTOWN WAY & 5846 ALLENTOWN WAY,0
33,3807 Old Crain Hwy - opposite,0
921,TUCKER ROAD & MARIE DRIVE,0
924,TUCKER ROAD & RIDGEVALE ROAD,0
963,Village Dr West at Halloway North,0
740,Oxon Hill Rd at Oxon Hill Fringe Parking Lot,0
