,stop,alightings
93,8343 Ardwick-Ardmore Rd,48
620,MLK Jr Hwy at Hill Rd,48
382,Cheverly Ave at Lombard St,47
318,Brinkley Rd at Henson Creek Apts,47
265,Bock Rd at National Christian Academy (6700),47
953,Toledo Rd at Adelphi Rd,47
727,Owens Rd at Weaver Ter,47
627,Marlboro Pike & Crain Hwy,47
210,Auth Rd at Braymer Ave,46
622,MLK Jr Hwy at Ryderwood Court,46
282,Brandywine Rd at Old Marbury Rd,46
893,St Barnabas Rd at Hagan Rd,45
90,8300 Corporate Dr,45
49,40th Pl at Crittenden,45
176,Allentown Rd at Waldran Dr,44
827,Riverdale Rd at Opp. Heritage Square Apts,44
306,Brightseat Rd at McLain Avenue,44
698,Old Marlboro Pike at Ritchie-Marlboro Rd,44
750,PALMER ROAD & POTOMAC HEIGHTS DRIVE,44
67,42nd Ave at Queensbury Rd,44
896,St Barnabas Rd at Opp. Gateway Square Apts,44
874,Southern Ave at Owens Rd,44
97,8951 Lottsford Rd,43
380,Cheverly Ave at Inwood St,43
263,Bock Rd at Belfast Dr,43
688,Old Marlboro Pike at Charles Mill Blvd,43
368,Central Ave at Norair Ave,42
135,Addison Rd at Adel St,42
749,PALMER ROAD & OLD PALMER ROAD,42
460,Fisher Rd at Damian Dr,41
212,Auth Rd at Clacton Ave,41
720,Owens Rd at Barnaby Run Dr,41
296,Brightseat Rd at Bishop Peebles Dr (Campus Way),41
10,14th Ave at Kanawha St,41
547,Kipling Pkwy at Glendora Dr,40
850,Saint Barnabas Rd at Barrowfield Ct,40
514,INDIAN HEAD HIGHWAY & LIVINGSTON ROAD,40
351,Campus Way North at Collington Campus,40
313,Brinkley Rd at Bushey Dr,39
378,Cheverly Ave at Euclid St,39
869,Southern Ave at Bonini Rd,39
121,ALLENTOWN ROAD & TEMPLE HILL ROAD PM FS,39
829,Rollins Av at Modupeola Way,38
173,Allentown Rd at Robin Ln,38
454,Fairlawn St at 28th Pkwy,38
636,Marlboro Pike at Whitney Pl,38
775,Queensbury Rd at 39th Pl,38
70,442 Harry S Truman Dr,38
583,Largo Rd at Kirkland Ln,38
262,Bock Rd at 6801 Woodside Village Apts,37
912,Suitland Rd at Opp. Suitland Federal Center Gate 3,37
877,Southern Ave at UNITED MEDICAL CENTER,37
339,Brooks Dr at Marlboro Pike,37
936,Temple Hill Rd at Lambert Dr,37
458,Fisher Rd at Brinkley Station Dr,37
830,Rollins Ave at 1506 Rollins Ave,37
546,Kipling Pkwy at Council Dr,37
198,Ardwick-Ardmore Rd at UPS Building #8325,36
200,Ardwick-Ardmore Rd at UPS Customer Center,36
69,4412 Suitland Rd (Opposite),36
895,St Barnabas Rd at Lime St,36
853,Saint Barnabas Rd at Caryhurst Dr,36
217,Auth Rd at Oakland Way,35
157,Ager Rd at Peabody St,34
748,PALMER ROAD & INDIAN HEAD HIGHWAY,34
603,Lottsford Rd at Lottsford Rd,34
890,St Barnabas Rd at Deer Park Dr,34
222,Baltimore Ave at Campus Dr,34
670,Old Alexandria Ferry Rd at Malcom Rd,34
965,Village Dr West at McConnell Dr,34
724,Owens Rd at Martin Dr,33
701,Old Marlboro Pike at Spring Dr,33
785,Rhode Island Ave at 41st Place,33
784,Rhode Island Ave at 41st Pl,33
789,Rhode Island Ave at Charles Armentrout Way,33
216,Auth Rd at Magruder Ave,33
511,Harry S Truman Dr at Woodlawn Blvd,33
405,Council Dr at Foster St,33
931,Temple Hill Rd at Fisher Rd,33
828,Rochelle Ave at Elmhurst St,33
92,8301 Professional Pl,32
696,Old Marlboro Pike at Old Mill Rd,32
402,Columbia Park Rd at Stanford Pl,32
722,Owens Rd at Iverson St,31
346,CAMPUS WAY NORTH AT BYWARD BLVD,31
229,Baltimore Ave at Harrison Ave,31
803,Ritchie Rd at Dennis Ct,30
581,Largo Rd at Kent Dr,30
353,Campus Way North at St Joseph's Dr,30
148,Addison Rd at Wilburn St,30
81,60th Ave at Quebec St,29
804,Ritchie Rd at Edgeworth Dr,29
954,Toledo Rd at Belcrest Rd,28
577,Largo Rd at Drumsheugh Ln,28
795,Rhode Island Ave at Wallace Rd,28
299,Brightseat Rd at Girard St,28
470,Gallatin St at Church Pl,28
773,Queens Chapel Road at Queensbury Rd,27
328,Brinkley Rd at Morton Place,27
335,Brinkley Rd at Summer Hill Rd,26
219,Baltimore Ave at Amherst Rd,26
9,1441 McCormick Dr,26
776,Queensbury Rd at 41st Ave,26
94,8401 Corporate Dr,26
12,1515 Rollins Ave,26
76,5805 Queens Chapel Rd,26
373,Cherrywood Ln at Springhill Drive,25
297,Brightseat Rd at Bishop Peebles Dr (Largo),25
3,10233 Campus Way South,25
705,Old Pike Way at 5620 Old Pike Way,25
103,ALLENTOWN ROAD & ALLENTOWN WAY,25
43,38th St at Upshur St,24
323,Brinkley Rd at Larwin Dr,24
512,Harry S. Truman Dr at Lottsford,24
578,Largo Rd at Eton Dr,24
66,42nd Ave at Oliver St,24
215,Auth Rd at Henderson Way,24
406,Council Dr at Gateway Blvd,24
894,St Barnabas Rd at Kernal Ln,23
213,Auth Rd at Dublin Dr,23
525,Indian Head Highway (MD. RTE. 210) at Talbert Drive,23
554,LOTTSFORD RD AT MCCORMICK DRIVE,23
940,Temple Hill Rd at Opp. Temple Hill Community Center,23
315,Brinkley Rd at Farmer Dr,23
788,Rhode Island Ave at Bunker Hill Rd,22
707,Old Silver Hill Rd at Addison Ave,22
903,Stuart Lane at Surratts Road,22
510,Harry S Truman Dr at New Orchard Dr,22
836,SOUTHERN AVENUE & 6TH STREET SE,22
913,Suitland Rd at Opposite Prem. #4211,22
139,Addison Rd at Eads St,22
294,Brightseat Rd at Arena Dr (Campus Way),21
758,Pennsylvania Ave at Suitland Pkwy,21
700,Old Marlboro Pike at SHA Facility,21
451,Equestrian Center Lot 1 (Hidden Arrival),21
964,Village Dr West at Halloway South,21
376,Cheverly Ave at Cheverly Cir,21
60,42nd Ave and Oliver St,21
427,District Heights Pkwy at Marbury Dr (E),21
209,Auth Rd at 5812 Dublin Dr,20
420,Dille Dr at Brown Station Rd,20
277,Brandywine Rd at Cork Tree Way,20
971,Walker Mill Rd at Weber Dr,20
87,800 Ritchie Rd,20
398,Columbia Park Rd at Opp. ABC Supply Co,19
840,SOUTHERN AVENUE & CHESAPEAKE STREET SE,19
557,Lamont Dr at Fairbanks St,19
151,Ager Rd at 29th Ave,19
963,Village Dr West at Halloway North,19
450,Equestrian Center Lot 1 (Hidden Arrival,18
516,INDIAN HEAD HIGHWAY & SENECA DRIVE,18
955,Truman Manor,18
644,McCormick Dr at Lottsford Rd,18
643,McCormick Dr at Caraway Ct,18
774,Queensbury Rd and 39th Pl,18
592,Largo Rd at White House Rd,17
608,MERCANTILE LN AT TECHNOLOGY WAY,17
600,Lottsford Rd at Grand Blvd,17
159,Ager Road at Roanoke St,17
106,ALLENTOWN ROAD & COMET DRIVE,17
48,40plgall_nb,17
292,Brightseat Rd at Amador Dr,17
650,Merchantile Ln at Technology Way,17
672,Old Alexandria Ferry Rd at Opp. Alexandria Bussiness Park,16
505,Hanover Pkwy at Spring Manor Dr,16
0,10053 Campus Way South,16
891,St Barnabas Rd at Frazier Dr,16
324,Brinkley Rd at Lujean Ln,16
464,Fisher Rd at Holton Ln,16
665,Old Alexandria Ferry Rd at Alexandria Ferry Business Park,15
327,Brinkley Rd at Morton Pl,15
714,Opp. 4138 Whitehall Square Apts,15
457,Farragut St at Rhode Island Ave,15
843,SOUTHERN AVENUE & OWENS ROAD,15
588,Largo Rd at Town Farm Rd,15
250,Baltimore Avenue at Fox Street,15
538,John Rogers Blvd at Farnsworth Ln,15
582,Largo Rd at Kettering Dr,14
374,Cheverly Ave at Arbor St,14
61,42nd Ave and Queensbury Rd,14
607,Lottsford at McCormick Dr,14
718,Opp. 8951 Lottsford Rd,14
918,TUCKER RD & ALLENTOWN RD,14
641,McConnell Dr at Village Dr West,14
852,Saint Barnabas Rd at Bock Rd,13
280,Brandywine Rd at Lytton Ave,13
128,ALLENTOWN ROAD at BRINKLEY ROAD,13
118,ALLENTOWN ROAD & PRINCE GEORGES DRIVE,13
309,Brightseat Rd at Sterling St,13
715,Opp. 4174 Whitehall Square Apts,13
717,Opp. 8100 Professional Pl,13
362,Campus Way South at Prince Place,13
88,8100 Professional Pl,12
218,Auth Rd at Procopio Dr,12
131,Access rd at West Court Dr,12
962,Village Dr West at Eyre Dr South,12
664,OLD BRANCH AVENUE at ALLENTOWN WAY,12
766,Pontiac St at Cunningham Dr,12
837,SOUTHERN AVENUE & 9TH STREET SE,12
390,College Park Metro Station at Bus Bay B,12
759,Piscataway Rd at Absher Ln,12
264,Bock Rd at Belfast Drive,12
646,McCormick Dr at Peppercorn Pl,12
838,SOUTHERN AVENUE & BARNABY ROAD,11
392,Columbia Park Rd at ABC Supply Co.,11
835,SOUTHERN AVENUE & 13TH STREET SE,11
763,Piscataway Rd at Pella Place,11
848,SOUTHERN AVENUE at OPP ROBERT YELDELL TOWER,11
112,ALLENTOWN ROAD & LANHAM LANE,11
916,Suitland Rd at Towne Park Rd,11
301,Brightseat Rd at Glenarden Pkwy,11
666,Old Alexandria Ferry Rd at Bellefonte Ln,11
844,SOUTHERN AVENUE & ROBERT YELDELL TOWER,10
285,Brandywine Road @ Northgate Parkway,10
969,Walker Mill Rd at Rollins Ave,10
171,Allentown Rd at Opp. Leon St,10
878,Southern Ave at United Medical Center,10
702,Old Marlboro Pike at Starting Gate Dr,10
83,6625 Bock Rd,10
905,Stuart Ln at Topaz Court,10
356,Campus Way S at Prince Place (W),10
448,Equestrian Center Lot 1,10
725,Owens Rd at Norlinda Ave,10
468,Gallatin St at 42rd Ave,10
703,Old Marlboro Pike at Weldon Manor Ln,9
911,Suitland Rd at Homer Ave,9
501,Hanover Pkwy at Lake Park Dr,9
736,Oxon Hill Rd at 6400 Clipper Way,9
130,ALLENTOWN WAY & ALLENTOWN ROAD,9
266,Bock Rd at Opp. Belfast Drive,9
857,Silver Hill Rd at Penn Station,9
574,Largo Rd at Brock Rd,9
846,SOUTHERN AVENUE & WHEELER ROAD PM FS,9
275,Brandywine Rd at Clinton Manor Dr,9
519,INDIAN HEAD HIGHWAY & TECUMSEH DR,8
202,Arena Dr at Captial Center Blvd,8
89,8201 Corporate Dr,8
949,Temple Hill Rd at Temple Hill Community Center,8
116,ALLENTOWN ROAD & PAYNE DRIVE,8
91,8300 Professional Pl,8
541,John Rogers Blvd at Old Marlboro Pike,8
645,McCormick Dr at Opp. UMUC Building,8
203,Arena Dr at Shoppers Way (Campus Way),8
456,Farragut St and 42nd Pl,8
375,Cheverly Ave at Belleview Ave,8
68,4410 Suitland Rd,8
695,Old Marlboro Pike at Mount Airy Ln,7
689,Old Marlboro Pike at Derby Manor Ln,7
605,Lottsford Rd at Tulip Tree Dr,7
115,ALLENTOWN ROAD & PATS LANE,7
589,Largo Rd at Water Fowl Way,7
295,Brightseat Rd at Arena Dr (Largo),7
527,Indian Head Highway at Oxon Farm Rd,7
281,Brandywine Rd at Lytton Ave.,7
920,TUCKER ROAD & BOCK ROAD,7
422,District Heights Municipal Bldg,6
587,Largo Rd at Riverdale Bapt School,6
461,Fisher Rd at Fisher Dr,6
599,Lottsford Rd at 8951 Lottsford Rd,6
616,MLK Jr Hwy at Columbia Ave,6
122,ALLENTOWN ROAD & TEMPLE HILL ROAD PM NS,6
102,9654 Lottsford Road,5
922,TUCKER ROAD & PALMER ROAD,5
691,Old Marlboro Pike at Mapleshade Ln,5
535,John Rogers Blvd at Captain Duval Dr,5
704,Old Marlboro at Mount Airy Ln,5
284,Brandywine Road @ Killarney Street,5
595,Lords Landing Rd at Brown Station Rd,5
127,ALLENTOWN ROAD & WESTCHESTER DRIVE,5
685,Old Marlboro Pike  at Peerless Ave,5
105,ALLENTOWN ROAD & BURGESS LANE,5
576,Largo Rd at Chirstian Academy,4
8,1405 Rollins Ave,4
483,Halloway South at Village Dr West,4
100,9400 Peppercorn Pl,4
540,John Rogers Blvd at Lord's Landing Rd,4
686,Old Marlboro Pike at Atherstone Terrace,4
919,TUCKER ROAD & ARUNDEL ROAD,4
158,Ager Rd at Powhattan Rd,4
841,SOUTHERN AVENUE & E. MEADOW COURT,4
404,Council Dr at Elmhurst St,4
747,PALMER ROAD & FRAN DEL DRIVE,4
596,Lords Landing Rd at John Rogers Blvd,4
849,SOUTHERN AVENUE at UNITED MEDICAL CENTER,3
72,5210 St Barnabas Rd,3
117,ALLENTOWN ROAD & PLEASANT HILL DRIVE,3
113,ALLENTOWN ROAD & OLD BRANCH AVENUE,3
683,Old Crain Hwy at Villiage Drive West,3
124,ALLENTOWN ROAD & WALDRAN DRIVE,3
204,Arena Dr at Shoppers Way (Largo),3
111,ALLENTOWN ROAD & KINGSTON DRIVE,3
109,ALLENTOWN ROAD & JOCELLE COURT,3
580,Largo Rd at Homestead Dr,3
126,ALLENTOWN ROAD & WESTCHESTER COURT,2
571,Largo Dr at Kirkham Ln,2
33,3807 Old Crain Hwy - opposite,2
673,Old Alexandria Ferry Rd at Poplar Hill Ln,2
697,Old Marlboro Pike at Peerless Ave,2
195,Ardwick-Ardmore Rd at Extra Space Storage,2
104,ALLENTOWN ROAD & BRINKLEY ROAD,2
515,INDIAN HEAD HIGHWAY & OXON FARM RD,2
120,ALLENTOWN ROAD & TEMPLE HILL ROAD AM NS,2
101,9617 Lottsford Road,2
110,ALLENTOWN ROAD & KAREN ANNE DRIVE,2
941,Temple Hill Rd at Piscataway Rd,2
921,TUCKER ROAD & MARIE DRIVE,2
539,John Rogers Blvd at Governor's Grove,1
108,ALLENTOWN ROAD & DODGE LANE,1
839,SOUTHERN AVENUE & BONINI ROAD,1
32,3807 Old Crain Hwy,1
924,TUCKER ROAD & RIDGEVALE ROAD,1
199,Ardwick-Ardmore Rd at UPS Building #8440,1
726,Owens Rd at Owens Rd Elementary Ent,1
56,4211 Suitland Rd,1
534,John Rogers Blvd at Ascott Dr,1
883,Springhill Dr at 6027 Springhill Dr,1
349,Campus Drive (EB) at Baltimore Ave,1
350,Campus Drive (WB) at Baltimore Ave,1
536,John Rogers Blvd at Colonel's Choice,1
597,Lords Landing Rd at Lord Fairfax Pl,1
107,ALLENTOWN ROAD & COOLRIDGE ROAD,1
761,Piscataway Rd at Gwynndale Dr,0
343,Brown Station Rd at Dille Dr,0
923,TUCKER ROAD & RIDGEVALE AVENUE,0
598,Lords Landing Rd at Lord Sterling Pl,0
537,John Rogers Blvd at Courtland Ln,0
23,2810 TUCKER ROAD,0
518,INDIAN HEAD HIGHWAY & TALBERT STREET,0
119,ALLENTOWN ROAD & TEMPLE HILL ROAD AM FS,0
385,Chrysler Dr at US RT 301,0
